brand,model,cc,segment,year,speedometer_type,top_speed_kmh,mileage_kmpl,fuel_tank_liters,factory_price_inr,gst_rate_pct,gst_amount_inr,ex_showroom_inr,on_road_price_inr,overall_score,price_increase_scenario_pct,buyer_behaviour,price_sensitivity,gst_impact_pct,price_difference,value_score
Ktm,RC 390,373,premium,2022,Digital,195,21.5,15.1,241985,31.0,75015,317000,357235,79,4.7,Might reconsider,Medium,30.99985536293572,115250,0.004754573320083419
Honda,SP 125,124,budget,2025,Digital,105,49.1,12.5,71094,28.0,19906,91000,107249,72,2.2,Might reconsider,Medium,27.999549891692688,36155,0.03296254510531567
Yamaha,MT-15 V2,155,mid,2023,Digital,135,46.8,11.9,126562,28.0,35438,162000,183735,74,5.3,Will likely switch brand,High,28.000505681010097,57173,0.01884888562331619
Tvs,Jupiter 110,109,budget,2023,Semi-Digital,99,67.8,8.5,58594,28.0,16406,75000,88722,61,4.7,Might reconsider,Medium,27.999453868996827,30128,0.0466152701697437
Tvs,Raider 125,124,budget,2024,Digital,116,49.5,10.9,75000,28.0,21000,96000,110874,71,6.8,Will likely switch brand,High,28.000000000000004,35874,0.03169814383895232
Hero,Xpulse 200,199,mid,2023,Digital,135,43.9,11.2,119531,28.0,33469,153000,180313,77,13.3,Will definitely switch,Very High,28.00026771297822,60782,0.018746845762646062
Ktm,Duke 125,124,mid,2023,Digital,109,59.0,10.7,145312,28.0,40688,186000,217758,71,14.3,Will definitely switch,Very High,28.00044043162299,72446,0.01923695111086619
Bajaj,Platina 100,102,budget,2025,Analog,98,62.9,8.3,57031,28.0,15969,73000,87309,58,15.0,Will definitely switch,Very High,28.00056109835002,30278,0.041784924807293636
Tvs,Jupiter 110,109,budget,2022,Semi-Digital,97,68.1,9.0,60938,28.0,17062,78000,92464,69,5.6,Will likely switch brand,High,27.998949752207164,31526,0.050818697006402486
Hero,HF Deluxe,97,budget,2024,Analog,89,63.5,9.5,57031,28.0,15969,73000,87330,58,8.9,Will definitely switch,Very High,28.00056109835002,30299,0.042173365395625786
Honda,SP 125,124,budget,2025,Digital,116,59.9,11.9,82031,28.0,22969,105000,122296,72,4.7,Might reconsider,Medium,28.00039009642696,40265,0.03526525806240597
Yamaha,FZS 25,249,mid,2022,Digital,152,33.4,17.8,119531,28.0,33469,153000,176449,65,6.5,Will definitely switch,Very High,28.00026771297822,56918,0.01230383850291019
Hero,Xtreme 160R,163,mid,2023,Digital,129,40.4,13.4,109375,28.0,30625,140000,165150,72,4.9,Might reconsider,Medium,28.000000000000004,55775,0.01761307901907357
Honda,SP 125,124,budget,2024,Digital,115,58.6,12.6,82031,28.0,22969,105000,121952,70,11.2,Will definitely switch,Very High,28.00039009642696,39921,0.033636184728417735
Bajaj,Pulsar 150,149,mid,2021,Semi-Digital,116,58.4,10.3,89062,28.0,24938,114000,135618,62,8.2,Will definitely switch,Very High,28.000718600525477,46556,0.026698520845315515
Yamaha,R3,321,premium,2021,Digital,146,28.4,13.2,346094,28.0,96906,443000,514535,73,12.7,Will definitely switch,Very High,27.999907539570174,168441,0.004029269145927876
Hero,Xtreme 160R,163,mid,2021,Digital,140,42.1,11.5,112500,28.0,31500,144000,168589,69,10.5,Will definitely switch,Very High,28.000000000000004,56089,0.017230661549685923
Yamaha,Saluto RX,113,budget,2023,Analog,113,52.9,10.2,55469,28.0,15531,71000,85548,51,5.0,Might reconsider,Medium,27.999423101191656,30079,0.03153668116145322
Bajaj,Pulsar N250,249,mid,2025,Digital,156,33.2,13.1,135938,28.0,38062,174000,203106,65,13.1,Will definitely switch,Very High,27.999529197133988,67168,0.010624993845578171
Honda,CB300R,293,premium,2023,Digital,149,32.8,19.0,215625,28.0,60375,276000,316076,82,4.9,Might reconsider,Medium,28.000000000000004,100451,0.008509345853528898
Yamaha,FZ-S V3,149,mid,2025,Semi-Digital,108,53.6,13.9,97656,28.0,27344,125000,147330,62,8.2,Will definitely switch,Very High,28.000327680838865,49674,0.022556166429104733
Royal Enfield,Guerrilla 450,452,premium,2025,Digital,164,19.9,15.3,223664,31.0,69336,293000,338649,82,14.8,Will definitely switch,Very High,31.00007153587524,114985,0.004818558448422998
Tvs,Apache RTR 160,159,mid,2024,Semi-Digital,136,38.9,11.6,89844,28.0,25156,115000,136196,62,13.6,Will definitely switch,Very High,27.999643827078046,46352,0.017708302740168578
Royal Enfield,Meteor 350,349,premium,2020,Semi-Digital,153,30.2,17.1,168750,28.0,47250,216000,252033,72,6.4,Will likely switch brand,High,28.000000000000004,83283,0.008627441644546548
Bajaj,Pulsar 150,149,mid,2021,Semi-Digital,116,58.8,13.4,87500,28.0,24500,112000,133667,70,5.2,Will likely switch brand,High,28.000000000000004,46167,0.030792940665983377
Suzuki,V-Strom SX,249,premium,2022,Digital,157,33.7,17.6,163281,28.0,45719,209000,236400,70,14.3,Will definitely switch,Very High,28.000195981161312,73119,0.009978849407783418
Bajaj,Pulsar RS200,199,mid,2020,Digital,138,40.7,11.9,133594,28.0,37406,171000,199308,71,7.5,Will likely switch brand,High,27.999760468284503,65714,0.01449866538222249
Hero,Mavrick 440,440,premium,2021,Digital,179,21.4,14.0,170992,31.0,53008,224000,255708,81,1.8,Likely to buy,Low,31.000280714887246,84716,0.0067788258482331405
Bajaj,Pulsar N160,160,mid,2025,Digital,125,38.4,13.9,99219,28.0,27781,127000,152127,68,7.8,Will likely switch brand,High,27.999677481127605,52908,0.017164605888501053
Royal Enfield,Meteor 350,349,premium,2020,Semi-Digital,145,32.6,13.9,167969,28.0,47031,215000,242557,73,12.0,Will definitely switch,Very High,27.999809488655647,74588,0.009811302085695322
Ktm,RC 390,373,premium,2020,Digital,194,19.4,19.2,261069,31.0,80931,342000,395311,74,11.2,Will definitely switch,Very High,30.99985061420544,134242,0.003631571092127464
Suzuki,Gixxer,155,mid,2023,Semi-Digital,131,39.2,12.0,100000,28.0,28000,128000,150168,62,2.8,Might reconsider,Medium,28.000000000000004,50168,0.016184539981886955
Tvs,Ronin,225,mid,2023,Digital,156,31.7,19.2,121875,28.0,34125,156000,182422,73,8.3,Will likely switch brand,High,28.000000000000004,60547,0.012685421714486191
Honda,CB350 H'ness,348,premium,2021,Digital,165,29.4,18.1,160156,28.0,44844,205000,239185,78,1.3,Likely to buy,Low,28.00019980518994,79029,0.00958755774818655
Honda,CB300R,293,premium,2025,Digital,160,31.0,14.8,201562,28.0,56438,258000,291714,72,6.3,Will likely switch brand,High,28.00031752016749,90152,0.007651329727061437
Suzuki,Gixxer SF,155,mid,2023,Semi-Digital,120,43.5,11.8,115625,28.0,32375,148000,170380,58,10.7,Will definitely switch,Very High,28.000000000000004,54755,0.014808076065265876
Honda,CB200X,184,mid,2020,Digital,120,43.9,12.6,117969,28.0,33031,151000,175785,73,6.9,Will likely switch brand,High,27.999728742296703,57816,0.01823079329863185
Tvs,Raider 125,124,budget,2020,Digital,108,55.2,12.0,75781,28.0,21219,97000,113630,67,2.6,Might reconsider,Medium,28.00042226943429,37849,0.03254774267358972
Bajaj,Pulsar N160,160,mid,2023,Digital,129,44.1,13.6,106250,28.0,29750,136000,161596,69,1.6,Likely to buy,Low,28.000000000000004,55346,0.018830292829030423
Yamaha,MT-15 V2,155,mid,2024,Digital,135,45.4,10.3,128906,28.0,36094,165000,187836,75,14.3,Will definitely switch,Very High,28.000248242905684,58930,0.01812751549223791
Honda,SP 125,124,budget,2020,Digital,106,51.9,13.4,81250,28.0,22750,104000,122282,67,12.4,Will definitely switch,Very High,28.000000000000004,41032,0.02843672821838046
Royal Enfield,Scram 411,411,premium,2025,Semi-Digital,162,23.9,17.5,171756,31.0,53244,225000,258277,70,12.9,Will definitely switch,Very High,30.999790400335357,86521,0.006477541554222792
Royal Enfield,Bullet 350,346,premium,2023,Analog,150,31.0,19.7,133594,28.0,37406,171000,197311,61,2.6,Might reconsider,Medium,27.999760468284503,63717,0.009583854929527498
Tvs,Raider 125,124,budget,2025,Digital,110,57.0,10.2,78125,28.0,21875,100000,118443,64,2.9,Might reconsider,Medium,28.000000000000004,40318,0.030799625136141436
Bajaj,CT100,102,budget,2022,Analog,90,73.0,9.2,43750,28.0,12250,56000,69072,64,6.3,Will definitely switch,Very High,28.000000000000004,25322,0.06763956451239286
Honda,CB300R,293,premium,2025,Digital,148,28.5,19.1,210156,28.0,58844,269000,312422,82,5.4,Will likely switch brand,High,28.00015226783913,102266,0.007480267074661835
Suzuki,Gixxer,155,mid,2024,Semi-Digital,136,45.8,10.4,110156,28.0,30844,141000,166099,72,10.6,Will definitely switch,Very High,28.000290497113184,55943,0.019853220067550074
Tvs,Star City Plus,109,budget,2021,Semi-Digital,86,75.7,9.0,64062,28.0,17938,82000,96857,61,10.0,Will definitely switch,Very High,28.00099903218757,32795,0.04767543904932013
Yamaha,FZS 25,249,mid,2021,Digital,150,30.6,16.9,135938,28.0,38062,174000,203465,69,1.7,Likely to buy,Low,27.999529197133988,67527,0.010377214754380361
Royal Enfield,Continental GT 650,648,premium,2023,Analog,191,21.7,18.2,255725,31.0,79275,335000,382422,70,5.4,Will likely switch brand,High,31.000097761266986,126697,0.003972051817102573
Hero,Passion Pro,110,budget,2025,Semi-Digital,94,75.5,9.3,58594,28.0,16406,75000,87323,71,8.9,Will likely switch brand,High,27.999453868996827,28729,0.06138703434375823
Royal Enfield,Hunter 350,349,premium,2025,Semi-Digital,164,30.7,17.6,125781,28.0,35219,161000,183638,75,9.4,Will likely switch brand,High,28.00025441044355,57857,0.012538254609612389
Yamaha,Saluto RX,113,budget,2025,Analog,114,53.1,10.4,54688,28.0,15312,70000,83535,58,8.3,Will definitely switch,Very High,27.99882972498537,28847,0.03686837852397199
Bajaj,Platina 100,102,budget,2023,Analog,91,63.4,8.4,53125,28.0,14875,68000,82401,58,2.7,Might reconsider,Medium,28.000000000000004,29276,0.044625672018543464
Bajaj,Pulsar 150,149,mid,2024,Semi-Digital,108,59.5,13.8,92969,28.0,26031,119000,138182,69,7.4,Will likely switch brand,High,27.99965579924491,45213,0.029710816169978723
Honda,CB350 H'ness,348,premium,2021,Digital,158,35.3,17.8,176562,28.0,49438,226000,258493,85,13.9,Will definitely switch,Very High,28.000362478902595,81931,0.011607664424181697
Bajaj,Platina 110 H-Gear,115,budget,2023,Semi-Digital,115,56.4,13.9,64844,28.0,18156,83000,97658,65,13.3,Will definitely switch,Very High,27.999506507926718,32814,0.03753916729812202
Tvs,Star City Plus,109,budget,2025,Semi-Digital,89,75.1,9.0,61719,28.0,17281,79000,96122,67,9.4,Will likely switch brand,High,27.99948152108751,34403,0.0523470173321404
Suzuki,Gixxer SF 250,249,mid,2025,Digital,146,29.8,15.4,160938,28.0,45062,206000,242971,72,11.0,Will definitely switch,Very High,27.99960233133256,82033,0.008830683497207486
Honda,CB300R,293,premium,2022,Digital,160,32.3,16.9,227344,28.0,63656,291000,340217,77,10.9,Will definitely switch,Very High,27.99985924414104,112873,0.0073103342866464634
Ktm,Duke 390,373,premium,2021,Digital,193,23.6,13.4,243511,31.0,75489,319000,372632,72,1.4,Likely to buy,Low,31.00024228884937,129121,0.00455999484746345
Hero,Xpulse 200,199,mid,2022,Digital,124,43.8,10.8,107812,28.0,30188,138000,160938,68,10.7,Will definitely switch,Very High,28.000593625941455,53126,0.01850650561085635
Suzuki,Gixxer 250,249,mid,2021,Digital,147,33.8,16.6,133594,28.0,37406,171000,200494,73,8.9,Will likely switch brand,High,27.999760468284503,66900,0.012306602691352357
Tvs,Apache RTR 160 4V,159,mid,2025,Digital,130,46.6,11.0,108594,28.0,30406,139000,159318,80,1.8,Likely to buy,Low,27.9997053244194,50724,0.02339974139770773
Ktm,Adventure 390,373,premium,2021,Digital,197,21.3,18.4,289313,31.0,89687,379000,444501,79,11.3,Will definitely switch,Very High,30.999989630607683,155188,0.003785593283254706
Bajaj,Pulsar 150,149,mid,2022,Semi-Digital,108,61.1,12.2,86719,28.0,24281,111000,128278,73,1.6,Likely to buy,Low,27.999630992054797,41559,0.034770576404371756
Honda,CB300R,293,premium,2022,Digital,144,33.6,17.2,199219,28.0,55781,255000,295618,72,3.2,Might reconsider,Medium,27.99983937275059,96399,0.008183534155565629
Tvs,Apache RR 310,312,premium,2024,Digital,147,30.6,14.1,218750,28.0,61250,280000,324117,71,8.3,Will likely switch brand,High,28.000000000000004,105367,0.006703134979035348
Suzuki,Gixxer 250,249,mid,2024,Digital,150,33.3,16.7,145312,28.0,40688,186000,210840,68,5.1,Will likely switch brand,High,28.00044043162299,65528,0.010739897552646555
Suzuki,V-Strom SX,249,premium,2024,Digital,147,30.8,14.7,180469,28.0,50531,231000,270255,78,9.6,Will likely switch brand,High,27.999822684228313,89786,0.00888938225009713
Hero,Xtreme 125R,125,budget,2022,Digital,114,53.5,12.1,84375,28.0,23625,108000,125709,65,13.8,Will definitely switch,Very High,28.000000000000004,41334,0.0276630949255821
Yamaha,MT-03,321,premium,2024,Digital,142,30.6,16.7,356250,28.0,99750,456000,517940,71,3.3,Might reconsider,Medium,28.000000000000004,161690,0.004194694366142796
Hero,Xpulse 200 4V,199,mid,2025,Digital,123,41.2,13.5,115625,28.0,32375,148000,173445,71,8.5,Will likely switch brand,High,28.000000000000004,57820,0.016865288708236042
Ktm,RC 390,373,premium,2020,Digital,205,19.5,13.4,261832,31.0,81168,343000,401376,76,1.5,Likely to buy,Low,31.000030553942988,139544,0.003692298493183449
Tvs,Radeon,109,budget,2022,Analog,99,68.4,8.0,61719,28.0,17281,79000,92926,64,6.7,Will definitely switch,Very High,27.99948152108751,31207,0.047108451886447286
Honda,CB200X,184,mid,2020,Digital,122,37.4,11.2,117969,28.0,33031,151000,177750,74,14.0,Will definitely switch,Very High,27.999728742296703,59781,0.015570182841068916
Tvs,Apache RR 310,312,premium,2024,Digital,161,31.2,14.5,222656,28.0,62344,285000,328403,69,7.6,Will likely switch brand,High,28.000143719459615,105747,0.006555360334710705
Ktm,Duke 125,124,mid,2024,Digital,116,50.3,10.6,142969,28.0,40031,183000,215025,70,8.7,Will likely switch brand,High,27.999776175254777,72056,0.01637484013486804
Hero,Xtreme 125R,125,budget,2025,Digital,116,52.4,13.4,75781,28.0,21219,97000,113375,68,6.8,Will likely switch brand,High,28.00042226943429,37594,0.031428445424476294
Honda,CB350RS,348,premium,2024,Digital,161,29.0,16.2,162500,28.0,45500,208000,238985,81,12.9,Will definitely switch,Very High,28.000000000000004,76485,0.009829068770006485
Suzuki,Gixxer SF 250,249,mid,2025,Digital,155,33.7,17.6,142188,28.0,39812,182000,210630,68,6.0,Will likely switch brand,High,27.999549891692688,68442,0.010879741727199356
Honda,SP 125,124,budget,2024,Digital,114,54.3,11.5,74219,28.0,20781,95000,110073,75,3.1,Might reconsider,Medium,27.999568843557583,35854,0.03699817393911314
Royal Enfield,Meteor 350,349,premium,2022,Semi-Digital,160,33.6,13.9,175781,28.0,49219,225000,255584,72,4.9,Might reconsider,Medium,28.000182044703354,79803,0.00946538124452235
Royal Enfield,Bullet 350,346,premium,2020,Analog,143,31.9,18.9,145312,28.0,40688,186000,214489,61,10.0,Will definitely switch,Very High,28.00044043162299,69177,0.00907226011590338
Honda,CB350 H'ness,348,premium,2025,Digital,142,28.7,13.2,174219,28.0,48781,223000,257120,72,12.9,Will definitely switch,Very High,27.999816323133526,82901,0.008036714374611077
Ktm,Duke 200,199,mid,2021,Digital,137,42.4,11.5,163281,28.0,45719,209000,236989,75,10.2,Will definitely switch,Very High,28.000195981161312,73708,0.013418344311339345
Bajaj,Pulsar RS200,199,mid,2024,Digital,136,41.6,10.0,145312,28.0,40688,186000,216583,68,6.6,Will likely switch brand,High,28.00044043162299,71271,0.013061043572210192
Tvs,Sport,99,budget,2024,Analog,89,74.3,9.9,56250,28.0,15750,72000,85806,61,3.2,Might reconsider,Medium,28.000000000000004,29556,0.052820315595646
Honda,CB350RS,348,premium,2021,Digital,147,34.0,13.3,178125,28.0,49875,228000,262022,73,4.7,Might reconsider,Medium,28.000000000000004,83897,0.009472487043072719
Bajaj,Pulsar NS200,199,mid,2025,Digital,121,45.8,13.9,117188,28.0,32812,150000,176275,83,5.5,Will likely switch brand,High,27.999453868996827,59087,0.021565168061267903
Tvs,Apache RTR 160,159,mid,2020,Semi-Digital,132,40.8,12.1,98438,28.0,27562,126000,145271,64,9.2,Will definitely switch,Very High,27.99934984457222,46833,0.01797468180159839
Royal Enfield,Continental GT 650,648,premium,2021,Analog,190,21.9,16.1,279389,31.0,86611,366000,415907,72,1.1,Likely to buy,Low,31.00014674879827,136518,0.0037912321745005493
Bajaj,Dominar 400,373,premium,2023,Digital,198,20.2,18.7,170992,31.0,53008,224000,258118,71,10.3,Will definitely switch,Very High,31.000280714887246,87126,0.005556373441604228
Honda,Hornet 2.0,184,mid,2021,Digital,133,43.5,12.3,109375,28.0,30625,140000,161331,69,4.4,Might reconsider,Medium,28.000000000000004,51956,0.01860460791788311
Bajaj,CT100,102,budget,2023,Analog,93,62.5,9.2,43750,28.0,12250,56000,66907,57,8.2,Will definitely switch,Very High,28.000000000000004,23157,0.05324554979299625
Hero,Passion Pro,110,budget,2023,Semi-Digital,100,65.2,9.2,66406,28.0,18594,85000,100572,70,3.4,Might reconsider,Medium,28.000481884167094,34166,0.045380423974863776
Bajaj,Pulsar 125,124,budget,2021,Semi-Digital,119,52.9,11.5,75781,28.0,21219,97000,114785,66,9.3,Will definitely switch,Very High,28.00042226943429,39004,0.030416866315285097
Honda,CB300R,293,premium,2023,Digital,144,33.4,19.3,197656,28.0,55344,253000,291292,81,2.3,Might reconsider,Medium,28.000161897437977,93636,0.009287587712673195
Hero,Super Splendor,125,budget,2020,Semi-Digital,109,54.8,13.6,74219,28.0,20781,95000,111280,67,8.6,Will likely switch brand,High,27.999568843557583,37061,0.03299424874191229
Ktm,RC 390,373,premium,2025,Digital,190,21.6,19.4,256489,31.0,79511,336000,382400,77,5.9,Will likely switch brand,High,30.999769970642017,125911,0.004349372384937239
Honda,SP 125,124,budget,2025,Digital,118,52.1,13.0,75781,28.0,21219,97000,112486,70,3.6,Might reconsider,Medium,28.00042226943429,36705,0.03242181249222125
Hero,Splendor Plus,97,budget,2021,Analog,95,65.1,8.9,58594,28.0,16406,75000,88295,62,6.1,Will definitely switch,Very High,27.999453868996827,29701,0.0457126677614814
Tvs,Radeon,109,budget,2024,Analog,97,66.2,9.0,58594,28.0,16406,75000,90211,57,6.8,Will definitely switch,Very High,27.999453868996827,31617,0.041828601833479286
Royal Enfield,Guerrilla 450,452,premium,2025,Digital,205,21.2,13.8,223664,31.0,69336,293000,341058,83,11.3,Will definitely switch,Very High,31.00007153587524,117394,0.005159239777398565
Bajaj,Dominar 400,373,premium,2024,Digital,210,22.0,17.9,181679,31.0,56321,238000,274486,75,12.2,Will definitely switch,Very High,31.000280714887246,92807,0.0060112355457108925
Hero,Xtreme 160R,163,mid,2020,Digital,135,45.3,11.1,100000,28.0,28000,128000,149405,83,7.1,Will likely switch brand,High,28.000000000000004,49405,0.025165824436933167
Royal Enfield,Guerrilla 450,452,premium,2024,Digital,193,22.6,13.4,206870,31.0,64130,271000,306943,81,11.0,Will definitely switch,Very High,31.00014501861072,100073,0.0059639737671163704
Bajaj,Platina 110 H-Gear,115,budget,2024,Semi-Digital,114,60.7,12.0,64062,28.0,17938,82000,97481,65,1.5,Likely to buy,Low,28.00099903218757,33419,0.040474554015654335
Bajaj,Dominar 400,373,premium,2023,Digital,170,19.4,15.5,186260,31.0,57740,244000,283856,71,15.0,Will definitely switch,Very High,30.999677869644582,97596,0.004852460402457584
Ktm,Duke 125,124,mid,2024,Digital,107,49.3,13.7,134375,28.0,37625,172000,197233,78,5.0,Might reconsider,Medium,28.000000000000004,62858,0.019496737361394897
Royal Enfield,Thunderbird 350X,346,premium,2021,Semi-Digital,152,31.7,15.8,140625,28.0,39375,180000,209282,75,1.1,Likely to buy,Low,28.000000000000004,68657,0.01136026987509676
Honda,Unicorn,160,mid,2024,Semi-Digital,128,45.1,11.0,90625,28.0,25375,116000,134362,76,12.4,Will definitely switch,Very High,28.000000000000004,43737,0.025510188892692874
Ktm,Adventure 390,373,premium,2024,Digital,189,24.4,19.0,295420,31.0,91580,387000,447638,81,7.5,Will likely switch brand,High,30.99993229977659,152218,0.004415174761749449
Yamaha,MT-15 V2,155,mid,2022,Digital,127,43.8,12.1,125000,28.0,35000,160000,182962,72,6.8,Will likely switch brand,High,28.000000000000004,57962,0.017236366021359625
Hero,HF Deluxe,97,budget,2021,Analog,95,72.9,9.0,56250,28.0,15750,72000,84726,57,8.8,Will definitely switch,Very High,28.000000000000004,28476,0.049043977055449335
Royal Enfield,Himalayan 450,452,premium,2021,Digital,172,24.3,18.1,207634,31.0,64366,272000,313954,84,11.3,Will definitely switch,Very High,30.99973992698691,106320,0.006501589404817266
Tvs,Jupiter 110,109,budget,2025,Semi-Digital,88,67.6,9.9,59375,28.0,16625,76000,89889,62,13.9,Will definitely switch,Very High,28.000000000000004,30514,0.04662639477577901
Yamaha,R15M,155,mid,2024,Digital,131,45.5,13.5,159375,28.0,44625,204000,237058,82,5.4,Will likely switch brand,High,28.000000000000004,77683,0.01573876435302753
Yamaha,R15 V4,155,mid,2023,Digital,138,39.2,11.9,133594,28.0,37406,171000,200415,69,1.8,Likely to buy,Low,27.999760468284503,66821,0.013495995808696955
Suzuki,Gixxer 250,249,mid,2025,Digital,143,31.7,13.1,133594,28.0,37406,171000,197843,71,7.4,Will likely switch brand,High,27.999760468284503,64249,0.011376192233235443
Bajaj,Pulsar NS200,199,mid,2024,Digital,128,38.8,11.4,114844,28.0,32156,147000,167889,70,4.8,Might reconsider,Medium,27.99972136115078,53045,0.01617735527640286
Bajaj,Pulsar 125,124,budget,2024,Semi-Digital,117,53.2,10.5,74219,28.0,20781,95000,111105,61,7.3,Will definitely switch,Very High,27.999568843557583,36886,0.02920840646235543
Bajaj,Dominar 400,373,premium,2025,Digital,184,21.6,14.0,192366,31.0,59634,252000,295312,73,3.0,Might reconsider,Medium,31.000280714887246,102946,0.005339437611746221
Hero,HF Deluxe,97,budget,2024,Analog,95,70.3,9.7,51562,28.0,14438,66000,80476,63,5.2,Will definitely switch,Very High,28.001241224157326,28914,0.05503379889656543
Hero,Xtreme 160R,163,mid,2022,Digital,140,41.8,11.0,103906,28.0,29094,133000,154504,69,7.3,Will likely switch brand,High,28.000307970665794,50598,0.018667477864650752
Royal Enfield,Scram 411,411,premium,2021,Semi-Digital,182,21.5,17.0,165649,31.0,51351,217000,252158,80,14.5,Will definitely switch,Very High,30.9998852996396,86509,0.006821120091371283
Suzuki,Gixxer SF,155,mid,2022,Semi-Digital,134,42.1,11.9,107031,28.0,29969,137000,162076,59,6.3,Will definitely switch,Very High,28.000298978800537,55045,0.015325526296305438
Honda,CB350RS,348,premium,2020,Digital,158,33.0,13.6,182031,28.0,50969,233000,272654,78,12.9,Will definitely switch,Very High,28.000175794232852,90623,0.009440536357434698
Royal Enfield,Hunter 350,349,premium,2022,Semi-Digital,152,32.8,18.2,123438,28.0,34562,158000,181398,70,13.4,Will definitely switch,Very High,27.99948152108751,57960,0.01265725090684572
Suzuki,Access 125,124,budget,2025,Semi-Digital,112,50.1,12.8,75781,28.0,21219,97000,111727,65,4.5,Might reconsider,Medium,28.00042226943429,35946,0.029146938519784834
Honda,CD 110 Dream,109,budget,2020,Analog,85,70.8,8.2,57812,28.0,16188,74000,87395,63,8.3,Will definitely switch,Very High,28.001107036601397,29583,0.051037244693632355
Honda,CB500X,471,premium,2021,Digital,178,20.7,16.7,412977,31.0,128023,541000,627827,83,9.8,Will likely switch brand,High,31.000031478750635,214850,0.002736581892782566
Bajaj,Platina 100,102,budget,2024,Analog,99,76.1,8.9,49219,28.0,13781,63000,76018,63,14.1,Will definitely switch,Very High,27.99934984457222,26799,0.06306795758899207
Suzuki,Gixxer 250,249,mid,2024,Digital,153,34.9,15.2,136719,28.0,38281,175000,205246,71,10.0,Will likely switch brand,High,27.999765943285134,68527,0.012072829677557663
Royal Enfield,Thunderbird 350X,346,premium,2020,Semi-Digital,148,31.0,16.7,143750,28.0,40250,184000,209502,68,5.3,Will likely switch brand,High,28.000000000000004,65752,0.010061956449103111
Honda,CB350 H'ness,348,premium,2023,Digital,155,35.4,18.6,160156,28.0,44844,205000,235446,82,1.1,Likely to buy,Low,28.00019980518994,75290,0.012328941668153206
Bajaj,Dominar 400,373,premium,2025,Digital,175,21.7,15.7,191603,31.0,59397,251000,289357,72,11.0,Will definitely switch,Very High,31.00003653387473,97754,0.0053995583310581735
Royal Enfield,Continental GT 650,648,premium,2025,Analog,199,23.4,18.2,248092,31.0,76908,325000,369960,73,4.8,Might reconsider,Medium,30.999790400335357,121868,0.004617255919558871
Tvs,Raider 125,124,budget,2025,Digital,119,49.9,12.5,73438,28.0,20562,94000,111078,72,7.3,Will likely switch brand,High,27.9991285165718,37640,0.03234483876195106
Bajaj,Pulsar 150,149,mid,2025,Semi-Digital,108,50.9,11.8,87500,28.0,24500,112000,129264,66,4.8,Might reconsider,Medium,28.000000000000004,41764,0.025988674340883772
Hero,HF Deluxe,97,budget,2020,Analog,100,68.7,8.7,52344,28.0,14656,67000,78835,61,7.5,Will definitely switch,Very High,27.999388659636253,26491,0.0531578613559967
Honda,CB350RS,348,premium,2020,Digital,148,29.6,19.8,159375,28.0,44625,204000,236986,78,12.6,Will definitely switch,Very High,28.000000000000004,77611,0.009742347649228225
Tvs,Star City Plus,109,budget,2021,Semi-Digital,88,64.9,8.9,62500,28.0,17500,80000,94452,69,10.3,Will definitely switch,Very High,28.000000000000004,31952,0.047411383559903444
Tvs,Ronin,225,mid,2021,Digital,148,32.2,15.5,138281,28.0,38719,177000,204422,71,9.9,Will likely switch brand,High,28.000231412847754,66141,0.011183727778810501
Hero,Xtreme 160R,163,mid,2024,Digital,120,41.3,10.5,111719,28.0,31281,143000,164891,70,12.1,Will definitely switch,Very High,27.999713567074537,53172,0.01753279439144647
Tvs,Star City Plus,109,budget,2021,Semi-Digital,89,73.2,8.3,59375,28.0,16625,76000,89625,66,11.8,Will definitely switch,Very High,28.000000000000004,30250,0.053904602510460246
Honda,Shine,124,budget,2024,Semi-Digital,116,49.2,13.2,72656,28.0,20344,93000,110852,69,3.2,Might reconsider,Medium,28.00044043162299,38196,0.03062461660592502
Honda,CB300R,293,premium,2020,Digital,165,34.0,17.8,210156,28.0,58844,269000,309642,79,11.3,Will definitely switch,Very High,28.00015226783913,99486,0.008674533816471926
Royal Enfield,Himalayan 450,452,premium,2021,Digital,178,21.7,17.0,225191,31.0,69809,295000,335535,85,10.8,Will definitely switch,Very High,30.999906745829097,110344,0.005497191053094312
Suzuki,Gixxer 250,249,mid,2021,Digital,157,35.2,16.1,140625,28.0,39375,180000,210516,71,2.0,Likely to buy,Low,28.000000000000004,69891,0.01187178171730415
Tvs,Jupiter 110,109,budget,2022,Semi-Digital,90,68.0,9.6,63281,28.0,17719,81000,96710,61,9.7,Will definitely switch,Very High,28.000505681010097,33429,0.04289111777479061
Tvs,Sport,99,budget,2022,Analog,100,64.8,8.6,51562,28.0,14438,66000,78291,62,3.2,Might reconsider,Medium,28.001241224157326,26729,0.05131624324635015
Royal Enfield,Classic 350,349,premium,2021,Semi-Digital,141,29.5,13.7,142969,28.0,40031,183000,209735,69,2.5,Might reconsider,Medium,27.999776175254777,66766,0.009705104059885093
Royal Enfield,Interceptor 650,648,premium,2020,Analog,174,19.6,19.5,254198,31.0,78802,333000,384353,72,11.0,Will definitely switch,Very High,31.000243904358022,130155,0.0036716247824265715
Bajaj,Pulsar NS200,199,mid,2023,Digital,121,45.0,13.3,120312,28.0,33688,154000,183139,78,8.8,Will likely switch brand,High,28.00053195026265,62827,0.019165770261932193
